journey_id,customer_id,touchpoint_id,touchpoint_position,total_touchpoints,touchpoint_date,touchpoint_datetime,channel,channel_category,campaign_name,customer_segment,region,device_type,journey_converted,journey_order_value,first_touch_weight,first_touch_revenue,last_touch_weight,last_touch_revenue,linear_weight,linear_revenue,time_decay_weight,time_decay_revenue,position_based_weight,position_based_revenue
JRN-CUST-00014,CUST-00014,TP-0000051,4,5,2024-01-16,2024-01-16 00:00:00,Paid Social,Paid,Summer_Launch_Jun,Returning Customer,Europe,Desktop,1,96.38,0.0,0.0,0.0,0.0,0.2,19.276,0.2,19.276,0.06666666666666667,6.425333333333333
JRN-CUST-00014,CUST-00014,TP-0000052,5,5,2024-01-16,2024-01-16 00:00:00,Paid Search,Paid,RLSA_Retargeting,Returning Customer,Europe,Tablet,1,96.38,0.0,0.0,1.0,96.38,0.2,19.276,0.2,19.276,0.4,38.552
JRN-CUST-00015,CUST-00015,TP-0000053,1,5,2024-06-26,2024-06-26 00:00:00,SEO/Organic,Earned,Product_Page_SEO,New Customer,Europe,Desktop,1,41.34,1.0,41.34,0.0,0.0,0.2,8.268,0.08016412897776494,3.3139850919408027,0.4,16.536
JRN-CUST-00015,CUST-00015,TP-0000054,2,5,2024-06-27,2024-06-27 00:00:00,Paid Search,Paid,Competitor_Conquest_Q3,New Customer,Europe,Mobile,1,41.34,0.0,0.0,0.0,0.0,0.2,8.268,0.10100047354557364,4.175359576374015,0.06666666666666667,2.7560000000000002
JRN-CUST-00015,CUST-00015,TP-0000055,3,5,2024-06-29,2024-06-29 00:00:00,SEO/Organic,Earned,Product_Page_SEO,New Customer,Europe,Desktop,1,41.34,0.0,0.0,0.0,0.0,0.2,8.268,0.16032825795552988,6.627970183881605,0.06666666666666667,2.7560000000000002
JRN-CUST-00015,CUST-00015,TP-0000056,4,5,2024-07-01,2024-07-01 00:00:00,Paid Social,Paid,Awareness_Jan,New Customer,Europe,Mobile,1,41.34,0.0,0.0,0.0,0.0,0.2,8.268,0.254505245338837,10.521246842307523,0.06666666666666667,2.7560000000000002
JRN-CUST-00015,CUST-00015,TP-0000057,5,5,2024-07-03,2024-07-03 00:00:00,Paid Search,Paid,Brand_Keywords_Q4,New Customer,Europe,Mobile,1,41.34,0.0,0.0,1.0,41.34,0.2,8.268,0.40400189418229454,16.70143830549606,0.4,16.536
JRN-CUST-00018,CUST-00018,TP-0000063,1,5,2024-11-28,2024-11-28 00:00:00,Paid Search,Paid,Brand_Keywords_Q1,New Customer,North America,Desktop,1,87.98,1.0,87.98,0.0,0.0,0.2,17.596,0.01726618185443106,1.5190786795528446,0.4,35.192
JRN-CUST-00018,CUST-00018,TP-0000064,2,5,2024-12-02,2024-12-02 00:00:00,Paid Social,Paid,Spring_Sale_Mar,New Customer,North America,Mobile,1,87.98,0.0,0.0,0.0,0.0,0.2,17.596,0.04350805193942117,3.827838409630275,0.06666666666666667,5.865333333333334
JRN-CUST-00018,CUST-00018,TP-0000065,3,5,2024-12-04,2024-12-04 00:00:00,Paid Search,Paid,Competitor_Conquest_Q3,New Customer,North America,Mobile,1,87.98,0.0,0.0,0.0,0.0,0.2,17.596,0.06906472741772424,6.076314718211378,0.06666666666666667,5.865333333333334
JRN-CUST-00018,CUST-00018,TP-0000066,4,5,2024-12-08,2024-12-08 00:00:00,SEO/Organic,Earned,Organic_Search,New Customer,North America,Desktop,1,87.98,0.0,0.0,0.0,0.0,0.2,17.596,0.17403220775768471,15.311353638521101,0.06666666666666667,5.865333333333334
JRN-CUST-00018,CUST-00018,TP-0000067,5,5,2024-12-14,2024-12-14 00:00:00,Direct,Earned,Bookmark_Return,New Customer,North America,Mobile,1,87.98,0.0,0.0,1.0,87.98,0.2,17.596,0.6961288310307389,61.245414554084405,0.4,35.192
JRN-CUST-00019,CUST-00019,TP-0000068,1,2,2024-03-04,2024-03-04 00:00:00,Paid Search,Paid,Brand_Keywords_Q4,Returning Customer,North America,Desktop,1,144.85,1.0,144.85,0.0,0.0,0.5,72.425,0.4424933340244421,64.09515943344043,0.5,72.425
JRN-CUST-00019,CUST-00019,TP-0000069,2,2,2024-03-05,2024-03-05 00:00:00,Paid Search,Paid,RLSA_Retargeting,Returning Customer,North America,Mobile,1,144.85,0.0,0.0,1.0,144.85,0.5,72.425,0.5575066659755579,80.75484056655955,0.5,72.425
JRN-CUST-00020,CUST-00020,TP-0000070,1,1,2024-05-03,2024-05-03 00:00:00,Email,Owned,VIP_Exclusive,Loyal Customer,Latin America,Desktop,1,201.25,1.0,201.25,1.0,201.25,1.0,201.25,1.0,201.25,1.0,201.25
JRN-CUST-00022,CUST-00022,TP-0000074,1,1,2024-07-21,2024-07-21 00:00:00,SEO/Organic,Earned,Product_Page_SEO,Returning Customer,Europe,Mobile,1,54.09,1.0,54.09,1.0,54.09,1.0,54.09,1.0,54.09,1.0,54.09
JRN-CUST-00023,CUST-00023,TP-0000075,1,6,2024-02-04,2024-02-04 00:00:00,Influencer,Paid,Lifestyle_Q3,Loyal Customer,North America,Mobile,1,122.38,1.0,122.38,0.0,0.0,0.16666666666666666,20.396666666666665,0.007186006364735573,0.8794234589163394,0.4,48.952
JRN-CUST-00023,CUST-00023,TP-0000076,2,6,2024-02-09,2024-02-09 00:00:00,Influencer,Paid,Micro_Beauty_Q2,Loyal Customer,North America,Desktop,1,122.38,0.0,0.0,0.0,0.0,0.16666666666666666,20.396666666666665,0.022814148125662844,2.7919954476186186,0.05,6.119
JRN-CUST-00023,CUST-00023,TP-0000077,3,6,2024-02-12,2024-02-12 00:00:00,Paid Social,Paid,Back_to_School_Aug,Loyal Customer,North America,Mobile,1,122.38,0.0,0.0,0.0,0.0,0.16666666666666666,20.396666666666665,0.04562829625132569,5.583990895237237,0.05,6.119
JRN-CUST-00023,CUST-00023,TP-0000078,4,6,2024-02-16,2024-02-16 00:00:00,Paid Social,Paid,Xmas_Dec,Loyal Customer,North America,Desktop,1,122.38,0.0,0.0,0.0,0.0,0.16666666666666666,20.396666666666665,0.11497610183576915,14.070775342661427,0.05,6.119
JRN-CUST-00023,CUST-00023,TP-0000079,5,6,2024-02-19,2024-02-19 00:00:00,Influencer,Paid,BF_Partners_Q4,Loyal Customer,North America,Mobile,1,122.38,0.0,0.0,0.0,0.0,0.16666666666666666,20.396666666666665,0.2299522036715383,28.141550685322855,0.05,6.119
JRN-CUST-00023,CUST-00023,TP-0000080,6,6,2024-02-23,2024-02-23 00:00:00,Direct,Earned,Direct_Traffic,Loyal Customer,North America,Desktop,1,122.38,0.0,0.0,1.0,122.38,0.16666666666666666,20.396666666666665,0.5794432437509685,70.91226417024352,0.4,48.952
JRN-CUST-00024,CUST-00024,TP-0000081,1,1,2024-02-28,2024-02-28 00:00:00,SEO/Organic,Earned,Blog_Traffic,Returning Customer,Asia Pacific,Mobile,1,87.67,1.0,87.67,1.0,87.67,1.0,87.67,1.0,87.67,1.0,87.67
JRN-CUST-00026,CUST-00026,TP-0000086,1,5,2024-05-12,2024-05-12 00:00:00,Paid Social,Paid,Summer_Launch_Jun,VIP Customer,Asia Pacific,Desktop,1,338.77,1.0,338.77,0.0,0.0,0.2,67.754,0.18116460252333857,61.37313239683141,0.4,135.508
JRN-CUST-00026,CUST-00026,TP-0000087,2,5,2024-05-12,2024-05-12 00:00:00,Paid Search,Paid,Product_Keywords_Q4,VIP Customer,Asia Pacific,Tablet,1,338.77,0.0,0.0,0.0,0.0,0.2,67.754,0.18116460252333857,61.37313239683141,0.06666666666666667,22.584666666666664
JRN-CUST-00026,CUST-00026,TP-0000088,3,5,2024-05-12,2024-05-12 00:00:00,Paid Social,Paid,Summer_Launch_Jun,VIP Customer,Asia Pacific,Desktop,1,338.77,0.0,0.0,0.0,0.0,0.2,67.754,0.18116460252333857,61.37313239683141,0.06666666666666667,22.584666666666664
JRN-CUST-00026,CUST-00026,TP-0000089,4,5,2024-05-13,2024-05-13 00:00:00,Paid Search,Paid,Product_Keywords_Q4,VIP Customer,Asia Pacific,Desktop,1,338.77,0.0,0.0,0.0,0.0,0.2,67.754,0.22825309621499212,77.32530140475288,0.06666666666666667,22.584666666666664
JRN-CUST-00026,CUST-00026,TP-0000090,5,5,2024-05-13,2024-05-13 00:00:00,Email,Owned,Welcome_Series,VIP Customer,Asia Pacific,Mobile,1,338.77,0.0,0.0,1.0,338.77,0.2,67.754,0.22825309621499212,77.32530140475288,0.4,135.508
JRN-CUST-00027,CUST-00027,TP-0000091,1,1,2024-01-12,2024-01-12 00:00:00,SEO/Organic,Earned,Organic_Search,VIP Customer,Latin America,Desktop,1,229.78,1.0,229.78,1.0,229.78,1.0,229.78,1.0,229.78,1.0,229.78
JRN-CUST-00029,CUST-00029,TP-0000093,1,1,2024-03-09,2024-03-09 00:00:00,Direct,Earned,Bookmark_Return,Returning Customer,Europe,Mobile,1,93.89,1.0,93.89,1.0,93.89,1.0,93.89,1.0,93.89,1.0,93.89
JRN-CUST-00032,CUST-00032,TP-0000100,1,1,2024-04-25,2024-04-25 00:00:00,SEO/Organic,Earned,Organic_Search,Returning Customer,North America,Mobile,1,129.24,1.0,129.24,1.0,129.24,1.0,129.24,1.0,129.24,1.0,129.24
JRN-CUST-00033,CUST-00033,TP-0000101,1,6,2024-08-18,2024-08-18 00:00:00,Paid Social,Paid,Xmas_Dec,Returning Customer,North America,Mobile,1,81.14,1.0,81.14,0.0,0.0,0.16666666666666666,13.523333333333333,0.11855753671604193,9.619758529139641,0.4,32.456
JRN-CUST-00033,CUST-00033,TP-0000102,2,6,2024-08-18,2024-08-18 00:00:00,Paid Search,Paid,RLSA_Retargeting,Returning Customer,North America,Mobile,1,81.14,0.0,0.0,0.0,0.0,0.16666666666666666,13.523333333333333,0.11855753671604193,9.619758529139641,0.05,4.057
JRN-CUST-00033,CUST-00033,TP-0000103,3,6,2024-08-19,2024-08-19 00:00:00,Paid Social,Paid,BF_Retargeting_Nov,Returning Customer,North America,Mobile,1,81.14,0.0,0.0,0.0,0.0,0.16666666666666666,13.523333333333333,0.1493731361322255,12.120136265768776,0.05,4.057
JRN-CUST-00033,CUST-00033,TP-0000104,4,6,2024-08-20,2024-08-20 00:00:00,Direct,Earned,Bookmark_Return,Returning Customer,North America,Mobile,1,81.14,0.0,0.0,0.0,0.0,0.16666666666666666,13.523333333333333,0.1881983585018034,15.270414808836327,0.05,4.057
JRN-CUST-00033,CUST-00033,TP-0000105,5,6,2024-08-20,2024-08-20 00:00:00,Paid Social,Paid,Spring_Sale_Mar,Returning Customer,North America,Mobile,1,81.14,0.0,0.0,0.0,0.0,0.16666666666666666,13.523333333333333,0.1881983585018034,15.270414808836327,0.05,4.057
JRN-CUST-00033,CUST-00033,TP-0000106,6,6,2024-08-21,2024-08-21 00:00:00,Email,Owned,VIP_Exclusive,Returning Customer,North America,Tablet,1,81.14,0.0,0.0,1.0,81.14,0.16666666666666666,13.523333333333333,0.23711507343208385,19.239517058279283,0.4,32.456
JRN-CUST-00035,CUST-00035,TP-0000109,1,4,2024-03-22,2024-03-22 00:00:00,Paid Social,Paid,BF_Retargeting_Nov,Loyal Customer,Asia Pacific,Mobile,1,142.52,1.0,142.52,0.0,0.0,0.25,35.63,0.049458306621848955,7.048797859745913,0.4,57.00800000000001
JRN-CUST-00035,CUST-00035,TP-0000110,2,4,2024-03-26,2024-03-26 00:00:00,Paid Social,Paid,Awareness_Jan,Loyal Customer,Asia Pacific,Desktop,1,142.52,0.0,0.0,0.0,0.0,0.25,35.63,0.12462712321004496,17.76185759989561,0.1,14.252000000000002
JRN-CUST-00035,CUST-00035,TP-0000111,3,4,2024-03-28,2024-03-28 00:00:00,Paid Search,Paid,Competitor_Conquest_Q3,Loyal Customer,Asia Pacific,Desktop,1,142.52,0.0,0.0,0.0,0.0,0.25,35.63,0.19783322648739576,28.195191438983645,0.1,14.252000000000002
JRN-CUST-00035,CUST-00035,TP-0000112,4,4,2024-04-02,2024-04-02 00:00:00,Paid Search,Paid,Generic_Search_Q2,Loyal Customer,Asia Pacific,Desktop,1,142.52,0.0,0.0,1.0,142.52,0.25,35.63,0.6280813436807103,89.51415310137484,0.4,57.00800000000001
JRN-CUST-00036,CUST-00036,TP-0000113,1,1,2024-04-28,2024-04-28 00:00:00,Influencer,Paid,Lifestyle_Q3,Loyal Customer,Europe,Desktop,1,222.0,1.0,222.0,1.0,222.0,1.0,222.0,1.0,222.0,1.0,222.0
JRN-CUST-00037,CUST-00037,TP-0000114,1,3,2024-11-19,2024-11-19 00:00:00,Paid Search,Paid,Competitor_Conquest_Q3,Returning Customer,North America,Mobile,1,138.08,1.0,138.08,0.0,0.0,0.3333333333333333,46.02666666666667,0.1958003506560665,27.036112418589664,0.4,55.232000000000006
JRN-CUST-00037,CUST-00037,TP-0000115,2,3,2024-11-21,2024-11-21 00:00:00,SEO/Organic,Earned,Blog_Traffic,Returning Customer,North America,Mobile,1,138.08,0.0,0.0,0.0,0.0,0.3333333333333333,46.02666666666667,0.3108136826071823,42.91715329439973,0.2,27.616000000000003
JRN-CUST-00037,CUST-00037,TP-0000116,3,3,2024-11-23,2024-11-23 00:00:00,Paid Search,Paid,Brand_Keywords_Q1,Returning Customer,North America,Mobile,1,138.08,0.0,0.0,1.0,138.08,0.3333333333333333,46.02666666666667,0.4933859667367513,68.12673428701062,0.4,55.232000000000006
JRN-CUST-00038,CUST-00038,TP-0000117,1,4,2024-02-18,2024-02-18 00:00:00,Influencer,Paid,Micro_Beauty_Q2,New Customer,Europe,Desktop,1,49.82,1.0,49.82,0.0,0.0,0.25,12.455,0.059616027701564975,2.970070500091967,0.4,19.928
JRN-CUST-00038,CUST-00038,TP-0000118,2,4,2024-02-22,2024-02-22 00:00:00,Paid Social,Paid,Awareness_Jan,New Customer,Europe,Mobile,1,49.82,0.0,0.0,0.0,0.0,0.25,12.455,0.15022297642463514,7.484108685475323,0.1,4.982
JRN-CUST-00038,CUST-00038,TP-0000119,3,4,2024-02-23,2024-02-23 00:00:00,Display,Paid,Retargeting_Display,New Customer,Europe,Mobile,1,49.82,0.0,0.0,0.0,0.0,0.25,12.455,0.1892690901752591,9.42938607253141,0.1,4.982
JRN-CUST-00038,CUST-00038,TP-0000120,4,4,2024-02-28,2024-02-28 00:00:00,Paid Social,Paid,Spring_Sale_Mar,New Customer,Europe,Desktop,1,49.82,0.0,0.0,1.0,49.82,0.25,12.455,0.6008919056985407,29.936434741901298,0.4,19.928
JRN-CUST-00042,CUST-00042,TP-0000130,1,5,2024-01-14,2024-01-14 00:00:00,Paid Search,Paid,Competitor_Conquest_Q3,Returning Customer,North America,Mobile,1,167.05,1.0,167.05,0.0,0.0,0.2,33.410000000000004,0.022708016571772755,3.793374168314639,0.4,66.82000000000001
JRN-CUST-00042,CUST-00042,TP-0000131,2,5,2024-01-18,2024-01-18 00:00:00,Influencer,Paid,Lifestyle_Q3,Returning Customer,North America,Mobile,1,167.05,0.0,0.0,0.0,0.0,0.2,33.410000000000004,0.057220616160276204,9.55870392957414,0.06666666666666667,11.136666666666667
JRN-CUST-00042,CUST-00042,TP-0000132,3,5,2024-01-21,2024-01-21 00:00:00,Paid Social,Paid,Spring_Sale_Mar,Returning Customer,North America,Mobile,1,167.05,0.0,0.0,0.0,0.0,0.2,33.410000000000004,0.11444123232055241,19.11740785914828,0.06666666666666667,11.136666666666667
JRN-CUST-00042,CUST-00042,TP-0000133,4,5,2024-01-24,2024-01-24 00:00:00,Paid Search,Paid,Brand_Keywords_Q1,Returning Customer,North America,Desktop,1,167.05,0.0,0.0,0.0,0.0,0.2,33.410000000000004,0.22888246464110482,38.23481571829656,0.06666666666666667,11.136666666666667
JRN-CUST-00042,CUST-00042,TP-0000134,5,5,2024-01-28,2024-01-28 00:00:00,Paid Search,Paid,Brand_Keywords_Q1,Returning Customer,North America,Mobile,1,167.05,0.0,0.0,1.0,167.05,0.2,33.410000000000004,0.5767476703062939,96.3456983246664,0.4,66.82000000000001
JRN-CUST-00043,CUST-00043,TP-0000135,1,4,2024-06-12,2024-06-12 00:00:00,Paid Social,Paid,Xmas_Dec,Loyal Customer,North America,Desktop,1,232.51,1.0,232.51,0.0,0.0,0.25,58.1275,0.033888723184749794,7.879467027686174,0.4,93.004
JRN-CUST-00043,CUST-00043,TP-0000136,2,4,2024-06-15,2024-06-15 00:00:00,Paid Search,Paid,RLSA_Retargeting,Loyal Customer,North America,Mobile,1,232.51,0.0,0.0,0.0,0.0,0.25,58.1275,0.06777744636949959,15.758934055372348,0.1,23.251
JRN-CUST-00043,CUST-00043,TP-0000137,3,4,2024-06-20,2024-06-20 00:00:00,Paid Social,Paid,Summer_Launch_Jun,Loyal Customer,North America,Tablet,1,232.51,0.0,0.0,0.0,0.0,0.25,58.1275,0.21517997933332372,50.0314969947911,0.1,23.251
JRN-CUST-00043,CUST-00043,TP-0000138,4,4,2024-06-25,2024-06-25 00:00:00,Paid Social,Paid,Xmas_Dec,Loyal Customer,North America,Mobile,1,232.51,0.0,0.0,1.0,232.51,0.25,58.1275,0.683153851112427,158.84010192215038,0.4,93.004
JRN-CUST-00044,CUST-00044,TP-0000139,1,1,2024-02-12,2024-02-12 00:00:00,Paid Search,Paid,Competitor_Conquest_Q3,VIP Customer,Asia Pacific,Desktop,1,206.57,1.0,206.57,1.0,206.57,1.0,206.57,1.0,206.57,1.0,206.57
JRN-CUST-00045,CUST-00045,TP-0000140,1,1,2024-01-10,2024-01-10 00:00:00,Influencer,Paid,BF_Partners_Q4,VIP Customer,Europe,Mobile,1,382.23,1.0,382.23,1.0,382.23,1.0,382.23,1.0,382.23,1.0,382.23
JRN-CUST-00049,CUST-00049,TP-0000152,1,2,2024-03-27,2024-03-27 00:00:00,Influencer,Paid,Macro_Q1,Loyal Customer,Europe,Desktop,1,125.08,1.0,125.08,0.0,0.0,0.5,62.54,0.33333333333333337,41.693333333333335,0.5,62.54
JRN-CUST-00049,CUST-00049,TP-0000153,2,2,2024-03-30,2024-03-30 00:00:00,Paid Social,Paid,BF_Retargeting_Nov,Loyal Customer,Europe,Mobile,1,125.08,0.0,0.0,1.0,125.08,0.5,62.54,0.6666666666666667,83.38666666666667,0.5,62.54
JRN-CUST-00051,CUST-00051,TP-0000159,1,3,2024-11-04,2024-11-04 00:00:00,Influencer,Paid,Macro_Q1,Loyal Customer,Asia Pacific,Desktop,1,163.73,1.0,163.73,0.0,0.0,0.3333333333333333,54.57666666666666,0.15180493674378875,24.855022293060532,0.4,65.492
